# z[m]	| T [degC]
0.395400	|22.321277
0.395512	|22.322487
0.395624	|22.323698
0.395736	|22.324908
0.395848	|22.326119
0.395960	|22.327329
0.396072	|22.328540
0.396184	|22.329750
0.396296	|22.330961
0.396408	|22.332171
0.396520	|22.333382
0.396632	|22.334592
0.396744	|22.335803
0.396856	|22.337013
0.396968	|22.338224
0.397080	|22.339434
0.397192	|22.340644
0.397304	|22.341855
0.397416	|22.343065
0.397528	|22.344276
0.397640	|22.345486
0.397752	|22.346696
0.397864	|22.347907
0.397976	|22.349117
0.398088	|22.350328
0.398200	|22.351538
0.398312	|22.352748
0.398424	|22.353959
0.398536	|22.355169
0.398648	|22.356379
0.398760	|22.357590
0.398872	|22.358800
0.398984	|22.360010
0.399096	|22.361221
0.399208	|22.362431
0.399320	|22.363641
0.399432	|22.364851
0.399544	|22.366062
0.399656	|22.367272
0.399768	|22.368482
0.399880	|22.369692
0.399992	|22.370903
0.400104	|22.372113
0.400216	|22.373323
0.400328	|22.374533
0.400440	|22.375743
0.400552	|22.376954
0.400664	|22.378164
0.400776	|22.379374
0.400888	|22.380584
0.401000	|22.381794
0.401112	|22.383005
0.401224	|22.384215
0.401336	|22.385425
0.401448	|22.386635
0.401560	|22.387845
0.401672	|22.389055
0.401784	|22.390265
0.401896	|22.391475
0.402008	|22.392686
0.402120	|22.393896
0.402232	|22.395106
0.402344	|22.396316
0.402456	|22.397526
0.402568	|22.398736
0.402680	|22.399946
0.402792	|22.401156
0.402904	|22.402366
0.403016	|22.403576
0.403128	|22.404786
0.403240	|22.405996
0.403352	|22.407206
0.403464	|22.408416
0.403576	|22.409626
0.403688	|22.410836
0.403800	|22.412046
0.403912	|22.413256
0.404024	|22.414466
0.404136	|22.415676
0.404248	|22.416886
0.404360	|22.418096
0.404472	|22.419306
0.404584	|22.420516
0.404696	|22.421726
0.404808	|22.422936
0.404920	|22.424145
0.405033	|22.425355
0.405145	|22.426565
0.405257	|22.427775
0.405369	|22.428985
0.405481	|22.430195
0.405593	|22.431405
0.405705	|22.432615
0.405817	|22.433824
0.405929	|22.435034
0.406041	|22.436244
0.406153	|22.437454
0.406265	|22.438664
0.406377	|22.439874
0.406489	|22.441083
0.406601	|22.442293
0.406713	|22.443503
0.406825	|22.444713
0.406937	|22.445922
0.407049	|22.447132
0.407161	|22.448342
0.407273	|22.449552
0.407385	|22.450761
0.407497	|22.451971
0.407609	|22.453181
0.407721	|22.454391
0.407833	|22.455600
0.407945	|22.456810
0.408057	|22.458020
0.408169	|22.459229
0.408281	|22.460439
0.408393	|22.461649
0.408505	|22.462858
0.408617	|22.464068
0.408729	|22.465278
0.408841	|22.466487
0.408953	|22.467697
0.409065	|22.468907
0.409177	|22.470116
0.409289	|22.471326
0.409401	|22.472535
0.409513	|22.473745
0.409625	|22.474955
0.409737	|22.476164
0.409849	|22.477374
0.409961	|22.478583
0.410073	|22.479793
0.410185	|22.481002
0.410297	|22.482212
0.410409	|22.483422
0.410521	|22.484631
0.410633	|22.485841
0.410745	|22.487050
0.410857	|22.488260
0.410969	|22.489469
0.411081	|22.490679
0.411193	|22.491888
0.411305	|22.493098
0.411417	|22.494307
0.411529	|22.495516
0.411641	|22.496726
0.411753	|22.497935
0.411865	|22.499145
0.411977	|22.500354
0.412089	|22.501564
0.412201	|22.502773
0.412313	|22.503982
0.412425	|22.505192
0.412537	|22.506401
0.412649	|22.507611
0.412761	|22.508820
0.412873	|22.510029
0.412985	|22.511239
0.413097	|22.512448
0.413209	|22.513657
0.413321	|22.514867
0.413433	|22.516076
0.413545	|22.517285
0.413657	|22.518495
0.413769	|22.519704
0.413881	|22.520913
0.413993	|22.522123
0.414105	|22.523332
0.414217	|22.524541
0.414329	|22.525750
0.414441	|22.526960
0.414553	|22.528169
0.414665	|22.529378
0.414777	|22.530587
0.414889	|22.531797
0.415002	|22.533006
0.415114	|22.534215
0.415226	|22.535424
0.415338	|22.536634
0.415450	|22.537843
0.415562	|22.539052
0.415674	|22.540261
0.415786	|22.541470
0.415898	|22.542679
0.416010	|22.543889
0.416122	|22.545098
0.416234	|22.546307
0.416346	|22.547516
0.416458	|22.548725
0.416570	|22.549934
0.416682	|22.551143
0.416794	|22.552353
0.416906	|22.553562
0.417018	|22.554771
0.417130	|22.555980
0.417242	|22.557189
0.417354	|22.558398
0.417466	|22.559607
0.417578	|22.560816
0.417690	|22.562025
0.417802	|22.563234
0.417914	|22.564443
0.418026	|22.565652
0.418138	|22.566861
0.418250	|22.568070
0.418362	|22.569279
0.418474	|22.570488
0.418586	|22.571697
0.418698	|22.572906
0.418810	|22.574115
0.418922	|22.575324
0.419034	|22.576533
0.419146	|22.577742
0.419258	|22.578951
0.419370	|22.580160
0.419482	|22.581369
0.419594	|22.582578
0.419706	|22.583787
0.419818	|22.584995
0.419930	|22.586204
0.420042	|22.587413
0.420154	|22.588622
0.420266	|22.589831
0.420378	|22.591040
0.420490	|22.592249
0.420602	|22.593458
0.420714	|22.594666
0.420826	|22.595875
0.420938	|22.597084
0.421050	|22.598293
0.421162	|22.599502
0.421274	|22.600711
0.421386	|22.601919
0.421498	|22.603128
0.421610	|22.604337
0.421722	|22.605546
0.421834	|22.606754
0.421946	|22.607963
0.422058	|22.609172
0.422170	|22.610381
0.422282	|22.611589
0.422394	|22.612798
0.422506	|22.614007
0.422618	|22.615216
0.422730	|22.616424
0.422842	|22.617633
0.422954	|22.618842
0.423066	|22.620050
0.423178	|22.621259
0.423290	|22.622468
0.423402	|22.623676
0.423514	|22.624885
0.423626	|22.626094
0.423738	|22.627302
0.423850	|22.628511
0.423962	|22.629720
0.424074	|22.630928
0.424186	|22.632137
0.424298	|22.633345
0.424410	|22.634554
0.424522	|22.635763
0.424634	|22.636971
0.424746	|22.638180
0.424858	|22.639388
0.424970	|22.640597
0.425083	|22.641805
0.425195	|22.643014
0.425307	|22.644222
0.425419	|22.645431
0.425531	|22.646639
0.425643	|22.647848
0.425755	|22.649057
0.425867	|22.650265
0.425979	|22.651473
0.426091	|22.652682
0.426203	|22.653890
0.426315	|22.655099
0.426427	|22.656307
0.426539	|22.657516
0.426651	|22.658724
0.426763	|22.659933
0.426875	|22.661141
0.426987	|22.662350
0.427099	|22.663558
0.427211	|22.664766
0.427323	|22.665975
0.427435	|22.667183
0.427547	|22.668392
0.427659	|22.669600
0.427771	|22.670808
0.427883	|22.672017
0.427995	|22.673225
0.428107	|22.674433
0.428219	|22.675642
0.428331	|22.676850
0.428443	|22.678058
0.428555	|22.679267
0.428667	|22.680475
0.428779	|22.681683
0.428891	|22.682892
0.429003	|22.684100
0.429115	|22.685308
0.429227	|22.686516
0.429339	|22.687725
0.429451	|22.688933
0.429563	|22.690141
0.429675	|22.691349
0.429787	|22.692558
0.429899	|22.693766
0.430011	|22.694974
0.430123	|22.696182
0.430235	|22.697390
0.430347	|22.698599
0.430459	|22.699807
0.430571	|22.701015
0.430683	|22.702223
0.430795	|22.703431
0.430907	|22.704640
0.431019	|22.705848
0.431131	|22.707056
0.431243	|22.708264
0.431355	|22.709472
0.431467	|22.710680
0.431579	|22.711888
0.431691	|22.713096
0.431803	|22.714305
0.431915	|22.715513
0.432027	|22.716721
0.432139	|22.717929
0.432251	|22.719137
0.432363	|22.720345
0.432475	|22.721553
0.432587	|22.722761
0.432699	|22.723969
0.432811	|22.725177
0.432923	|22.726385
0.433035	|22.727593
0.433147	|22.728801
0.433259	|22.730009
0.433371	|22.731217
0.433483	|22.732425
0.433595	|22.733633
0.433707	|22.734841
0.433819	|22.736049
0.433931	|22.737257
0.434043	|22.738465
0.434155	|22.739673
0.434267	|22.740881
0.434379	|22.742089
0.434491	|22.743297
0.434603	|22.744505
0.434715	|22.745712
0.434827	|22.746920
0.434939	|22.748128
0.435052	|22.749336
0.435164	|22.750544
0.435276	|22.751752
0.435388	|22.752960
0.435500	|22.754168
0.435612	|22.755375
0.435724	|22.756583
0.435836	|22.757791
0.435948	|22.758999
0.436060	|22.760207
0.436172	|22.761414
0.436284	|22.762622
0.436396	|22.763830
0.436508	|22.765038
0.436620	|22.766246
0.436732	|22.767453
0.436844	|22.768661
0.436956	|22.769869
0.437068	|22.771077
0.437180	|22.772284
0.437292	|22.773492
0.437404	|22.774700
0.437516	|22.775908
0.437628	|22.777115
0.437740	|22.778323
0.437852	|22.779531
0.437964	|22.780738
0.438076	|22.781946
0.438188	|22.783154
0.438300	|22.784361
0.438412	|22.785569
0.438524	|22.786777
0.438636	|22.787984
0.438748	|22.789192
0.438860	|22.790400
0.438972	|22.791607
0.439084	|22.792815
0.439196	|22.794022
0.439308	|22.795230
0.439420	|22.796438
0.439532	|22.797645
0.439644	|22.798853
0.439756	|22.800060
0.439868	|22.801268
0.439980	|22.802475
0.440092	|22.803683
0.440204	|22.804890
0.440316	|22.806098
0.440428	|22.807305
0.440540	|22.808513
0.440652	|22.809721
0.440764	|22.810928
0.440876	|22.812136
0.440988	|22.813343
0.441100	|22.814550
0.441212	|22.815758
0.441324	|22.816965
0.441436	|22.818173
0.441548	|22.819380
0.441660	|22.820588
0.441772	|22.821795
0.441884	|22.823003
0.441996	|22.824210
0.442108	|22.825417
0.442220	|22.826625
0.442332	|22.827832
0.442444	|22.829040
0.442556	|22.830247
0.442668	|22.831454
0.442780	|22.832662
0.442892	|22.833869
0.443004	|22.835076
0.443116	|22.836284
0.443228	|22.837491
0.443340	|22.838698
0.443452	|22.839906
0.443564	|22.841113
0.443676	|22.842320
0.443788	|22.843528
0.443900	|22.844735
0.444012	|22.845942
0.444124	|22.847149
0.444236	|22.848357
0.444348	|22.849564
0.444460	|22.850771
0.444572	|22.851978
0.444684	|22.853186
0.444796	|22.854393
0.444908	|22.855600
0.445021	|22.856807
0.445133	|22.858015
0.445245	|22.859222
0.445357	|22.860429
0.445469	|22.861636
0.445581	|22.862843
0.445693	|22.864050
0.445805	|22.865258
0.445917	|22.866465
0.446029	|22.867672
0.446141	|22.868879
0.446253	|22.870086
0.446365	|22.871293
0.446477	|22.872500
0.446589	|22.873708
0.446701	|22.874915
0.446813	|22.876122
0.446925	|22.877329
0.447037	|22.878536
0.447149	|22.879743
0.447261	|22.880950
0.447373	|22.882157
0.447485	|22.883364
0.447597	|22.884571
0.447709	|22.885778
0.447821	|22.886985
0.447933	|22.888192
0.448045	|22.889399
0.448157	|22.890606
0.448269	|22.891813
0.448381	|22.893020
0.448493	|22.894227
0.448605	|22.895434
0.448717	|22.896641
0.448829	|22.897848
0.448941	|22.899055
0.449053	|22.900262
0.449165	|22.901469
0.449277	|22.902676
0.449389	|22.903883
0.449501	|22.905090
0.449613	|22.906297
0.449725	|22.907504
0.449837	|22.908710
0.449949	|22.909917
0.450061	|22.911124
0.450173	|22.912331
0.450285	|22.913538
0.450397	|22.914745
0.450509	|22.915952
0.450621	|22.917158
0.450733	|22.918365
0.450845	|22.919572
0.450957	|22.920779
0.451069	|22.921986
0.451181	|22.923193
0.451293	|22.924399
0.451405	|22.925606
0.451517	|22.926813
0.451629	|22.928020
0.451741	|22.929226
0.451853	|22.930433
0.451965	|22.931640
0.452077	|22.932847
0.452189	|22.934053
0.452301	|22.935260
0.452413	|22.936467
0.452525	|22.937674
0.452637	|22.938880
0.452749	|22.940087
0.452861	|22.941294
0.452973	|22.942500
0.453085	|22.943707
0.453197	|22.944914
0.453309	|22.946120
0.453421	|22.947327
0.453533	|22.948534
0.453645	|22.949740
0.453757	|22.950947
0.453869	|22.952153
0.453981	|22.953360
0.454093	|22.954567
0.454205	|22.955773
0.454317	|22.956980
0.454429	|22.958186
0.454541	|22.959393
0.454653	|22.960600
0.454765	|22.961806
0.454877	|22.963013
0.454989	|22.964219
0.455102	|22.965426
0.455214	|22.966632
0.455326	|22.967839
0.455438	|22.969045
0.455550	|22.970252
0.455662	|22.971458
0.455774	|22.972665
0.455886	|22.973871
0.455998	|22.975078
0.456110	|22.976284
0.456222	|22.977491
0.456334	|22.978697
0.456446	|22.979904
0.456558	|22.981110
0.456670	|22.982317
0.456782	|22.983523
0.456894	|22.984729
0.457006	|22.985936
0.457118	|22.987142
0.457230	|22.988349
0.457342	|22.989555
0.457454	|22.990761
0.457566	|22.991968
0.457678	|22.993174
0.457790	|22.994381
0.457902	|22.995587
0.458014	|22.996793
0.458126	|22.998000
0.458238	|22.999206
0.458350	|23.000412
0.458462	|23.001619
0.458574	|23.002825
0.458686	|23.004031
0.458798	|23.005237
0.458910	|23.006444
0.459022	|23.007650
0.459134	|23.008856
0.459246	|23.010062
0.459358	|23.011269
0.459470	|23.012475
0.459582	|23.013681
0.459694	|23.014887
0.459806	|23.016094
0.459918	|23.017300
0.460030	|23.018506
0.460142	|23.019712
0.460254	|23.020919
0.460366	|23.022125
0.460478	|23.023331
0.460590	|23.024537
0.460702	|23.025743
0.460814	|23.026949
0.460926	|23.028156
0.461038	|23.029362
0.461150	|23.030568
0.461262	|23.031774
0.461374	|23.032980
0.461486	|23.034186
0.461598	|23.035392
0.461710	|23.036598
0.461822	|23.037804
0.461934	|23.039011
0.462046	|23.040217
0.462158	|23.041423
0.462270	|23.042629
0.462382	|23.043835
0.462494	|23.045041
0.462606	|23.046247
0.462718	|23.047453
0.462830	|23.048659
0.462942	|23.049865
0.463054	|23.051071
0.463166	|23.052277
0.463278	|23.053483
0.463390	|23.054689
0.463502	|23.055895
0.463614	|23.057101
0.463726	|23.058307
0.463838	|23.059513
0.463950	|23.060719
0.464062	|23.061925
0.464174	|23.063131
0.464286	|23.064337
0.464398	|23.065542
0.464510	|23.066748
0.464622	|23.067954
0.464734	|23.069160
0.464846	|23.070366
0.464958	|23.071572
0.465071	|23.072778
0.465183	|23.073984
0.465295	|23.075190
0.465407	|23.076395
0.465519	|23.077601
0.465631	|23.078807
0.465743	|23.080013
0.465855	|23.081219
0.465967	|23.082425
0.466079	|23.083630
0.466191	|23.084836
0.466303	|23.086042
0.466415	|23.087248
0.466527	|23.088454
0.466639	|23.089659
0.466751	|23.090865
0.466863	|23.092071
0.466975	|23.093277
0.467087	|23.094482
0.467199	|23.095688
0.467311	|23.096894
0.467423	|23.098099
0.467535	|23.099305
0.467647	|23.100511
0.467759	|23.101717
0.467871	|23.102922
0.467983	|23.104128
0.468095	|23.105334
0.468207	|23.106539
0.468319	|23.107745
0.468431	|23.108951
0.468543	|23.110156
0.468655	|23.111362
0.468767	|23.112567
0.468879	|23.113773
0.468991	|23.114979
0.469103	|23.116184
0.469215	|23.117390
0.469327	|23.118595
0.469439	|23.119801
0.469551	|23.121007
0.469663	|23.122212
0.469775	|23.123418
0.469887	|23.124623
0.469999	|23.125829
0.470111	|23.127034
0.470223	|23.128240
0.470335	|23.129445
0.470447	|23.130651
0.470559	|23.131856
0.470671	|23.133062
0.470783	|23.134267
0.470895	|23.135473
0.471007	|23.136678
0.471119	|23.137884
0.471231	|23.139089
0.471343	|23.140295
0.471455	|23.141500
0.471567	|23.142706
0.471679	|23.143911
0.471791	|23.145117
0.471903	|23.146322
0.472015	|23.147527
0.472127	|23.148733
0.472239	|23.149938
0.472351	|23.151144
0.472463	|23.152349
0.472575	|23.153554
0.472687	|23.154760
0.472799	|23.155965
0.472911	|23.157170
0.473023	|23.158376
0.473135	|23.159581
0.473247	|23.160786
0.473359	|23.161992
0.473471	|23.163197
0.473583	|23.164402
0.473695	|23.165608
0.473807	|23.166813
0.473919	|23.168018
0.474031	|23.169224
0.474143	|23.170429
0.474255	|23.171634
0.474367	|23.172839
0.474479	|23.174045
0.474591	|23.175250
0.474703	|23.176455
0.474815	|23.177660
0.474927	|23.178865
0.475040	|23.180071
0.475152	|23.181276
0.475264	|23.182481
0.475376	|23.183686
0.475488	|23.184891
0.475600	|23.186097
0.475712	|23.187302
0.475824	|23.188507
0.475936	|23.189712
0.476048	|23.190917
0.476160	|23.192122
0.476272	|23.193327
0.476384	|23.194533
0.476496	|23.195738
0.476608	|23.196943
0.476720	|23.198148
0.476832	|23.199353
0.476944	|23.200558
0.477056	|23.201763
0.477168	|23.202968
0.477280	|23.204173
0.477392	|23.205378
0.477504	|23.206583
0.477616	|23.207788
0.477728	|23.208993
0.477840	|23.210198
0.477952	|23.211404
0.478064	|23.212609
0.478176	|23.213814
0.478288	|23.215019
0.478400	|23.216223
0.478512	|23.217428
0.478624	|23.218633
0.478736	|23.219838
0.478848	|23.221043
0.478960	|23.222248
0.479072	|23.223453
0.479184	|23.224658
0.479296	|23.225863
0.479408	|23.227068
0.479520	|23.228273
0.479632	|23.229478
0.479744	|23.230683
0.479856	|23.231888
0.479968	|23.233093
0.480080	|23.234297
0.480192	|23.235502
0.480304	|23.236707
0.480416	|23.237912
0.480528	|23.239117
0.480640	|23.240322
0.480752	|23.241526
0.480864	|23.242731
0.480976	|23.243936
0.481088	|23.245141
0.481200	|23.246346
0.481312	|23.247551
0.481424	|23.248755
0.481536	|23.249960
0.481648	|23.251165
0.481760	|23.252370
0.481872	|23.253574
0.481984	|23.254779
0.482096	|23.255984
0.482208	|23.257189
0.482320	|23.258393
0.482432	|23.259598
0.482544	|23.260803
0.482656	|23.262007
0.482768	|23.263212
0.482880	|23.264417
0.482992	|23.265621
0.483104	|23.266826
0.483216	|23.268031
0.483328	|23.269235
0.483440	|23.270440
0.483552	|23.271645
0.483664	|23.272849
0.483776	|23.274054
0.483888	|23.275259
0.484000	|23.276463
0.484112	|23.277668
0.484224	|23.278872
0.484336	|23.280077
0.484448	|23.281282
0.484560	|23.282486
0.484672	|23.283691
0.484784	|23.284895
0.484896	|23.286100
0.485009	|23.287304
0.485121	|23.288509
0.485233	|23.289714
0.485345	|23.290918
0.485457	|23.292123
0.485569	|23.293327
0.485681	|23.294532
0.485793	|23.295736
0.485905	|23.296941
0.486017	|23.298145
0.486129	|23.299350
0.486241	|23.300554
0.486353	|23.301758
0.486465	|23.302963
0.486577	|23.304167
0.486689	|23.305372
0.486801	|23.306576
0.486913	|23.307781
0.487025	|23.308985
0.487137	|23.310189
0.487249	|23.311394
0.487361	|23.312598
0.487473	|23.313803
0.487585	|23.315007
0.487697	|23.316211
0.487809	|23.317416
0.487921	|23.318620
0.488033	|23.319824
0.488145	|23.321029
0.488257	|23.322233
0.488369	|23.323437
0.488481	|23.324642
0.488593	|23.325846
0.488705	|23.327050
0.488817	|23.328255
0.488929	|23.329459
0.489041	|23.330663
0.489153	|23.331867
0.489265	|23.333072
0.489377	|23.334276
0.489489	|23.335480
0.489601	|23.336684
0.489713	|23.337889
0.489825	|23.339093
0.489937	|23.340297
0.490049	|23.341501
0.490161	|23.342706
0.490273	|23.343910
0.490385	|23.345114
0.490497	|23.346318
0.490609	|23.347522
0.490721	|23.348726
0.490833	|23.349931
0.490945	|23.351135
0.491057	|23.352339
0.491169	|23.353543
0.491281	|23.354747
0.491393	|23.355951
0.491505	|23.357155
0.491617	|23.358360
0.491729	|23.359564
0.491841	|23.360768
0.491953	|23.361972
0.492065	|23.363176
0.492177	|23.364380
0.492289	|23.365584
0.492401	|23.366788
0.492513	|23.367992
0.492625	|23.369196
0.492737	|23.370400
0.492849	|23.371604
0.492961	|23.372808
0.493073	|23.374012
0.493185	|23.375216
0.493297	|23.376420
0.493409	|23.377624
0.493521	|23.378828
0.493633	|23.380032
0.493745	|23.381236
0.493857	|23.382440
0.493969	|23.383644
0.494081	|23.384848
0.494193	|23.386052
0.494305	|23.387256
0.494417	|23.388460
0.494529	|23.389664
0.494641	|23.390868
0.494753	|23.392072
0.494865	|23.393275
0.494977	|23.394479
0.495090	|23.395683
0.495202	|23.396887
0.495314	|23.398091
0.495426	|23.399295
0.495538	|23.400499
0.495650	|23.401702
0.495762	|23.402906
0.495874	|23.404110
0.495986	|23.405314
0.496098	|23.406518
0.496210	|23.407722
0.496322	|23.408925
0.496434	|23.410129
0.496546	|23.411333
0.496658	|23.412537
0.496770	|23.413740
0.496882	|23.414944
0.496994	|23.416148
0.497106	|23.417352
0.497218	|23.418555
0.497330	|23.419759
0.497442	|23.420963
0.497554	|23.422167
0.497666	|23.423370
0.497778	|23.424574
0.497890	|23.425778
0.498002	|23.426981
0.498114	|23.428185
0.498226	|23.429389
0.498338	|23.430592
0.498450	|23.431796
0.498562	|23.433000
0.498674	|23.434203
0.498786	|23.435407
0.498898	|23.436611
0.499010	|23.437814
0.499122	|23.439018
0.499234	|23.440221
0.499346	|23.441425
0.499458	|23.442629
0.499570	|23.443832
0.499682	|23.445036
0.499794	|23.446239
0.499906	|23.447443
0.500018	|23.448646
0.500130	|23.449850
0.500242	|23.451053
0.500354	|23.452257
0.500466	|23.453461
0.500578	|23.454664
0.500690	|23.455868
0.500802	|23.457071
0.500914	|23.458275
0.501026	|23.459478
0.501138	|23.460681
0.501250	|23.461885
0.501362	|23.463088
0.501474	|23.464292
0.501586	|23.465495
0.501698	|23.466699
0.501810	|23.467902
0.501922	|23.469106
0.502034	|23.470309
0.502146	|23.471512
0.502258	|23.472716
0.502370	|23.473919
0.502482	|23.475123
0.502594	|23.476326
0.502706	|23.477529
0.502818	|23.478733
0.502930	|23.479936
0.503042	|23.481139
0.503154	|23.482343
0.503266	|23.483546
0.503378	|23.484749
0.503490	|23.485953
0.503602	|23.487156
0.503714	|23.488359
0.503826	|23.489563
0.503938	|23.490766
0.504050	|23.491969
0.504162	|23.493173
0.504274	|23.494376
0.504386	|23.495579
0.504498	|23.496782
0.504610	|23.497986
0.504722	|23.499189
0.504834	|23.500392
0.504946	|23.501595
