#z [m]	|p [pa]
0.674307	|803258.855428
0.674419	|803258.912966
0.674531	|803258.970504
0.674643	|803259.028042
0.674755	|803259.085579
0.674867	|803259.143116
0.674979	|803259.200653
0.675092	|803259.258189
0.675204	|803259.315726
0.675316	|803259.373261
0.675428	|803259.430797
0.675540	|803259.488332
0.675652	|803259.545867
0.675764	|803259.603402
0.675876	|803259.660936
0.675988	|803259.718470
0.676100	|803259.776003
0.676212	|803259.833537
0.676324	|803259.891070
0.676436	|803259.948602
0.676548	|803260.006135
0.676660	|803260.063667
0.676772	|803260.121198
0.676884	|803260.178730
0.676996	|803260.236261
0.677108	|803260.293791
0.677220	|803260.351322
0.677332	|803260.408852
0.677444	|803260.466382
0.677556	|803260.523911
0.677668	|803260.581441
0.677780	|803260.638969
0.677892	|803260.696498
0.678004	|803260.754026
0.678116	|803260.811554
0.678228	|803260.869082
0.678340	|803260.926609
0.678452	|803260.984136
0.678564	|803261.041662
0.678676	|803261.099189
0.678788	|803261.156715
0.678900	|803261.214240
0.679012	|803261.271766
0.679124	|803261.329291
0.679236	|803261.386816
0.679348	|803261.444340
0.679460	|803261.501864
0.679572	|803261.559388
0.679684	|803261.616911
0.679796	|803261.674434
0.679908	|803261.731957
0.680020	|803261.789480
0.680132	|803261.847002
0.680244	|803261.904524
0.680356	|803261.962045
0.680468	|803262.019567
0.680580	|803262.077088
0.680692	|803262.134608
0.680804	|803262.192129
0.680916	|803262.249649
0.681028	|803262.307168
0.681140	|803262.364688
0.681252	|803262.422207
0.681364	|803262.479725
0.681476	|803262.537244
0.681588	|803262.594762
0.681700	|803262.652280
0.681812	|803262.709797
0.681924	|803262.767314
0.682036	|803262.824831
0.682148	|803262.882347
0.682260	|803262.939864
0.682372	|803262.997379
0.682484	|803263.054895
0.682596	|803263.112410
0.682708	|803263.169925
0.682820	|803263.227440
0.682932	|803263.284954
0.683044	|803263.342468
0.683156	|803263.399982
0.683268	|803263.457495
0.683380	|803263.515008
0.683492	|803263.572521
0.683604	|803263.630033
0.683716	|803263.687545
0.683828	|803263.745057
0.683940	|803263.802568
0.684052	|803263.860079
0.684164	|803263.917590
0.684276	|803263.975101
0.684388	|803264.032611
0.684500	|803264.090121
0.684612	|803264.147630
0.684724	|803264.205139
0.684836	|803264.262648
0.684948	|803264.320157
0.685061	|803264.377665
0.685173	|803264.435173
0.685285	|803264.492681
0.685397	|803264.550188
0.685509	|803264.607695
0.685621	|803264.665202
0.685733	|803264.722708
0.685845	|803264.780214
0.685957	|803264.837720
0.686069	|803264.895225
0.686181	|803264.952730
0.686293	|803265.010235
0.686405	|803265.067740
0.686517	|803265.125244
0.686629	|803265.182748
0.686741	|803265.240251
0.686853	|803265.297754
0.686965	|803265.355257
0.687077	|803265.412760
0.687189	|803265.470262
0.687301	|803265.527764
0.687413	|803265.585266
0.687525	|803265.642767
0.687637	|803265.700268
0.687749	|803265.757769
0.687861	|803265.815269
0.687973	|803265.872769
0.688085	|803265.930269
0.688197	|803265.987768
0.688309	|803266.045267
0.688421	|803266.102766
0.688533	|803266.160264
0.688645	|803266.217763
0.688757	|803266.275260
0.688869	|803266.332758
0.688981	|803266.390255
0.689093	|803266.447752
0.689205	|803266.505249
0.689317	|803266.562745
0.689429	|803266.620241
0.689541	|803266.677736
0.689653	|803266.735232
0.689765	|803266.792727
0.689877	|803266.850221
0.689989	|803266.907716
0.690101	|803266.965210
0.690213	|803267.022703
0.690325	|803267.080197
0.690437	|803267.137690
0.690549	|803267.195183
0.690661	|803267.252675
0.690773	|803267.310167
0.690885	|803267.367659
0.690997	|803267.425150
0.691109	|803267.482642
0.691221	|803267.540133
0.691333	|803267.597623
0.691445	|803267.655113
0.691557	|803267.712603
0.691669	|803267.770093
0.691781	|803267.827582
0.691893	|803267.885071
0.692005	|803267.942560
0.692117	|803268.000048
0.692229	|803268.057536
0.692341	|803268.115024
0.692453	|803268.172511
0.692565	|803268.229998
0.692677	|803268.287485
0.692789	|803268.344972
0.692901	|803268.402458
0.693013	|803268.459943
0.693125	|803268.517429
0.693237	|803268.574914
0.693349	|803268.632399
0.693461	|803268.689884
0.693573	|803268.747368
0.693685	|803268.804852
0.693797	|803268.862335
0.693909	|803268.919819
0.694021	|803268.977302
0.694133	|803269.034784
0.694245	|803269.092267
0.694357	|803269.149749
0.694469	|803269.207230
0.694581	|803269.264712
0.694693	|803269.322193
0.694805	|803269.379673
0.694917	|803269.437154
0.695030	|803269.494634
0.695142	|803269.552114
0.695254	|803269.609593
0.695366	|803269.667072
0.695478	|803269.724551
0.695590	|803269.782030
0.695702	|803269.839508
0.695814	|803269.896986
0.695926	|803269.954464
0.696038	|803270.011941
0.696150	|803270.069418
0.696262	|803270.126895
0.696374	|803270.184371
0.696486	|803270.241847
0.696598	|803270.299323
0.696710	|803270.356798
0.696822	|803270.414273
0.696934	|803270.471748
0.697046	|803270.529222
0.697158	|803270.586696
0.697270	|803270.644170
0.697382	|803270.701644
0.697494	|803270.759117
0.697606	|803270.816590
0.697718	|803270.874062
0.697830	|803270.931534
0.697942	|803270.989006
0.698054	|803271.046478
0.698166	|803271.103949
0.698278	|803271.161420
0.698390	|803271.218891
0.698502	|803271.276361
0.698614	|803271.333831
0.698726	|803271.391301
0.698838	|803271.448770
0.698950	|803271.506239
0.699062	|803271.563708
0.699174	|803271.621177
0.699286	|803271.678645
0.699398	|803271.736113
0.699510	|803271.793580
0.699622	|803271.851047
0.699734	|803271.908514
0.699846	|803271.965981
0.699958	|803272.023447
0.700070	|803272.080913
0.700182	|803272.138378
0.700294	|803272.195844
0.700406	|803272.253309
0.700518	|803272.310773
0.700630	|803272.368238
0.700742	|803272.425702
0.700854	|803272.483165
0.700966	|803272.540629
0.701078	|803272.598092
0.701190	|803272.655555
0.701302	|803272.713017
0.701414	|803272.770479
0.701526	|803272.827941
0.701638	|803272.885402
0.701750	|803272.942864
0.701862	|803273.000324
0.701974	|803273.057785
0.702086	|803273.115245
0.702198	|803273.172705
0.702310	|803273.230165
0.702422	|803273.287624
0.702534	|803273.345083
0.702646	|803273.402542
0.702758	|803273.460000
0.702870	|803273.517458
0.702982	|803273.574916
0.703094	|803273.632373
0.703206	|803273.689830
0.703318	|803273.747287
0.703430	|803273.804743
0.703542	|803273.862200
0.703654	|803273.919655
0.703766	|803273.977111
0.703878	|803274.034566
0.703990	|803274.092021
0.704102	|803274.149476
0.704214	|803274.206930
0.704326	|803274.264384
0.704438	|803274.321837
0.704550	|803274.379291
0.704662	|803274.436744
0.704774	|803274.494196
0.704886	|803274.551649
0.704998	|803274.609101
0.705111	|803274.666552
0.705223	|803274.724004
0.705335	|803274.781455
0.705447	|803274.838906
0.705559	|803274.896356
0.705671	|803274.953806
0.705783	|803275.011256
0.705895	|803275.068706
0.706007	|803275.126155
0.706119	|803275.183604
0.706231	|803275.241052
0.706343	|803275.298500
0.706455	|803275.355948
0.706567	|803275.413396
0.706679	|803275.470843
0.706791	|803275.528290
0.706903	|803275.585737
0.707015	|803275.643183
0.707127	|803275.700629
0.707239	|803275.758075
0.707351	|803275.815521
0.707463	|803275.872966
0.707575	|803275.930410
0.707687	|803275.987855
0.707799	|803276.045299
0.707911	|803276.102743
0.708023	|803276.160186
0.708135	|803276.217630
0.708247	|803276.275072
0.708359	|803276.332515
0.708471	|803276.389957
0.708583	|803276.447399
0.708695	|803276.504841
0.708807	|803276.562282
0.708919	|803276.619723
0.709031	|803276.677164
0.709143	|803276.734604
0.709255	|803276.792044
0.709367	|803276.849484
0.709479	|803276.906924
0.709591	|803276.964363
0.709703	|803277.021801
0.709815	|803277.079240
0.709927	|803277.136678
0.710039	|803277.194116
0.710151	|803277.251553
0.710263	|803277.308991
0.710375	|803277.366428
0.710487	|803277.423864
0.710599	|803277.481300
0.710711	|803277.538736
0.710823	|803277.596172
0.710935	|803277.653607
0.711047	|803277.711042
0.711159	|803277.768477
0.711271	|803277.825911
0.711383	|803277.883346
0.711495	|803277.940779
0.711607	|803277.998213
0.711719	|803278.055646
0.711831	|803278.113079
0.711943	|803278.170511
0.712055	|803278.227943
0.712167	|803278.285375
0.712279	|803278.342807
0.712391	|803278.400238
0.712503	|803278.457669
0.712615	|803278.515100
0.712727	|803278.572530
0.712839	|803278.629960
0.712951	|803278.687389
0.713063	|803278.744819
0.713175	|803278.802248
0.713287	|803278.859677
0.713399	|803278.917105
0.713511	|803278.974533
0.713623	|803279.031961
0.713735	|803279.089388
0.713847	|803279.146815
0.713959	|803279.204242
0.714071	|803279.261669
0.714183	|803279.319095
0.714295	|803279.376521
0.714407	|803279.433946
0.714519	|803279.491372
0.714631	|803279.548797
0.714743	|803279.606221
0.714855	|803279.663646
0.714967	|803279.721070
0.715080	|803279.778493
0.715192	|803279.835917
0.715304	|803279.893340
0.715416	|803279.950762
0.715528	|803280.008185
0.715640	|803280.065607
0.715752	|803280.123029
0.715864	|803280.180450
0.715976	|803280.237871
0.716088	|803280.295292
0.716200	|803280.352713
0.716312	|803280.410133
0.716424	|803280.467553
0.716536	|803280.524973
0.716648	|803280.582392
0.716760	|803280.639811
0.716872	|803280.697229
0.716984	|803280.754648
0.717096	|803280.812066
0.717208	|803280.869483
0.717320	|803280.926901
0.717432	|803280.984318
0.717544	|803281.041735
0.717656	|803281.099151
0.717768	|803281.156567
0.717880	|803281.213983
0.717992	|803281.271399
0.718104	|803281.328814
0.718216	|803281.386229
0.718328	|803281.443643
0.718440	|803281.501057
0.718552	|803281.558471
0.718664	|803281.615885
0.718776	|803281.673298
0.718888	|803281.730711
0.719000	|803281.788124
0.719112	|803281.845536
0.719224	|803281.902948
0.719336	|803281.960360
0.719448	|803282.017771
0.719560	|803282.075183
0.719672	|803282.132593
0.719784	|803282.190004
0.719896	|803282.247414
0.720008	|803282.304824
0.720120	|803282.362233
0.720232	|803282.419643
0.720344	|803282.477051
0.720456	|803282.534460
0.720568	|803282.591868
0.720680	|803282.649276
0.720792	|803282.706684
0.720904	|803282.764091
0.721016	|803282.821498
0.721128	|803282.878905
0.721240	|803282.936311
0.721352	|803282.993717
0.721464	|803283.051123
0.721576	|803283.108529
0.721688	|803283.165934
0.721800	|803283.223338
0.721912	|803283.280743
0.722024	|803283.338147
0.722136	|803283.395551
0.722248	|803283.452955
0.722360	|803283.510358
0.722472	|803283.567761
0.722584	|803283.625163
0.722696	|803283.682566
0.722808	|803283.739968
0.722920	|803283.797369
0.723032	|803283.854771
0.723144	|803283.912172
0.723256	|803283.969572
0.723368	|803284.026973
0.723480	|803284.084373
0.723592	|803284.141773
0.723704	|803284.199172
0.723816	|803284.256571
0.723928	|803284.313970
0.724040	|803284.371369
0.724152	|803284.428767
0.724264	|803284.486165
0.724376	|803284.543562
0.724488	|803284.600960
0.724600	|803284.658357
0.724712	|803284.715753
0.724824	|803284.773149
0.724936	|803284.830546
0.725049	|803284.887941
0.725161	|803284.945337
0.725273	|803285.002732
0.725385	|803285.060126
0.725497	|803285.117521
0.725609	|803285.174915
0.725721	|803285.232309
0.725833	|803285.289702
0.725945	|803285.347095
0.726057	|803285.404488
0.726169	|803285.461881
0.726281	|803285.519273
0.726393	|803285.576665
0.726505	|803285.634057
0.726617	|803285.691448
0.726729	|803285.748839
0.726841	|803285.806230
0.726953	|803285.863620
0.727065	|803285.921010
0.727177	|803285.978400
0.727289	|803286.035789
0.727401	|803286.093178
0.727513	|803286.150567
0.727625	|803286.207956
0.727737	|803286.265344
0.727849	|803286.322732
0.727961	|803286.380119
0.728073	|803286.437506
0.728185	|803286.494893
0.728297	|803286.552280
0.728409	|803286.609666
0.728521	|803286.667052
0.728633	|803286.724438
0.728745	|803286.781823
0.728857	|803286.839208
0.728969	|803286.896593
0.729081	|803286.953977
0.729193	|803287.011361
0.729305	|803287.068745
0.729417	|803287.126128
0.729529	|803287.183511
0.729641	|803287.240894
0.729753	|803287.298277
0.729865	|803287.355659
0.729977	|803287.413041
0.730089	|803287.470422
0.730201	|803287.527804
0.730313	|803287.585185
0.730425	|803287.642565
0.730537	|803287.699946
0.730649	|803287.757326
0.730761	|803287.814705
0.730873	|803287.872085
0.730985	|803287.929464
0.731097	|803287.986842
0.731209	|803288.044221
0.731321	|803288.101599
0.731433	|803288.158977
0.731545	|803288.216354
0.731657	|803288.273731
0.731769	|803288.331108
0.731881	|803288.388485
0.731993	|803288.445861
0.732105	|803288.503237
0.732217	|803288.560613
0.732329	|803288.617988
0.732441	|803288.675363
0.732553	|803288.732738
0.732665	|803288.790112
0.732777	|803288.847486
0.732889	|803288.904860
0.733001	|803288.962233
0.733113	|803289.019606
0.733225	|803289.076979
0.733337	|803289.134351
0.733449	|803289.191724
0.733561	|803289.249095
0.733673	|803289.306467
0.733785	|803289.363838
0.733897	|803289.421209
0.734009	|803289.478580
0.734121	|803289.535950
0.734233	|803289.593320
0.734345	|803289.650689
0.734457	|803289.708059
0.734569	|803289.765428
0.734681	|803289.822796
0.734793	|803289.880165
0.734905	|803289.937533
0.735018	|803289.994901
0.735130	|803290.052268
0.735242	|803290.109635
0.735354	|803290.167002
0.735466	|803290.224369
0.735578	|803290.281735
0.735690	|803290.339101
0.735802	|803290.396466
0.735914	|803290.453831
0.736026	|803290.511196
0.736138	|803290.568561
0.736250	|803290.625925
0.736362	|803290.683289
0.736474	|803290.740653
0.736586	|803290.798016
0.736698	|803290.855379
0.736810	|803290.912742
0.736922	|803290.970105
0.737034	|803291.027467
0.737146	|803291.084829
0.737258	|803291.142190
0.737370	|803291.199551
0.737482	|803291.256912
0.737594	|803291.314273
0.737706	|803291.371633
0.737818	|803291.428993
0.737930	|803291.486352
0.738042	|803291.543712
0.738154	|803291.601071
0.738266	|803291.658429
0.738378	|803291.715788
0.738490	|803291.773146
0.738602	|803291.830504
0.738714	|803291.887861
0.738826	|803291.945218
0.738938	|803292.002575
0.739050	|803292.059931
0.739162	|803292.117287
0.739274	|803292.174643
0.739386	|803292.231999
0.739498	|803292.289354
0.739610	|803292.346709
0.739722	|803292.404064
0.739834	|803292.461418
0.739946	|803292.518772
0.740058	|803292.576125
0.740170	|803292.633479
0.740282	|803292.690832
0.740394	|803292.748185
0.740506	|803292.805537
0.740618	|803292.862889
0.740730	|803292.920241
0.740842	|803292.977592
0.740954	|803293.034943
0.741066	|803293.092294
0.741178	|803293.149645
0.741290	|803293.206995
0.741402	|803293.264345
0.741514	|803293.321695
0.741626	|803293.379044
0.741738	|803293.436393
0.741850	|803293.493741
0.741962	|803293.551090
0.742074	|803293.608438
0.742186	|803293.665785
0.742298	|803293.723133
0.742410	|803293.780480
0.742522	|803293.837827
0.742634	|803293.895173
0.742746	|803293.952519
0.742858	|803294.009865
0.742970	|803294.067211
0.743082	|803294.124556
0.743194	|803294.181901
0.743306	|803294.239245
0.743418	|803294.296590
0.743530	|803294.353933
0.743642	|803294.411277
0.743754	|803294.468620
0.743866	|803294.525963
0.743978	|803294.583306
0.744090	|803294.640649
0.744202	|803294.697991
0.744314	|803294.755332
0.744426	|803294.812674
0.744538	|803294.870015
0.744650	|803294.927356
0.744762	|803294.984696
0.744874	|803295.042036
0.744986	|803295.099376
0.745099	|803295.156716
0.745211	|803295.214055
0.745323	|803295.271394
0.745435	|803295.328733
0.745547	|803295.386071
0.745659	|803295.443409
0.745771	|803295.500747
0.745883	|803295.558084
0.745995	|803295.615421
0.746107	|803295.672758
0.746219	|803295.730094
0.746331	|803295.787430
0.746443	|803295.844766
0.746555	|803295.902102
0.746667	|803295.959437
0.746779	|803296.016772
0.746891	|803296.074106
0.747003	|803296.131441
0.747115	|803296.188775
0.747227	|803296.246108
0.747339	|803296.303441
0.747451	|803296.360774
0.747563	|803296.418107
0.747675	|803296.475439
0.747787	|803296.532772
0.747899	|803296.590103
0.748011	|803296.647435
0.748123	|803296.704766
0.748235	|803296.762097
0.748347	|803296.819427
0.748459	|803296.876757
0.748571	|803296.934087
0.748683	|803296.991417
0.748795	|803297.048746
0.748907	|803297.106075
0.749019	|803297.163403
0.749131	|803297.220732
0.749243	|803297.278060
0.749355	|803297.335387
0.749467	|803297.392715
0.749579	|803297.450042
0.749691	|803297.507369
0.749803	|803297.564695
0.749915	|803297.622021
0.750027	|803297.679347
0.750139	|803297.736672
0.750251	|803297.793998
0.750363	|803297.851322
0.750475	|803297.908647
0.750587	|803297.965971
0.750699	|803298.023295
0.750811	|803298.080619
0.750923	|803298.137942
0.751035	|803298.195265
0.751147	|803298.252588
0.751259	|803298.309910
0.751371	|803298.367232
0.751483	|803298.424554
0.751595	|803298.481875
0.751707	|803298.539196
0.751819	|803298.596517
0.751931	|803298.653838
0.752043	|803298.711158
0.752155	|803298.768478
0.752267	|803298.825797
0.752379	|803298.883116
0.752491	|803298.940435
0.752603	|803298.997754
0.752715	|803299.055072
0.752827	|803299.112390
0.752939	|803299.169708
0.753051	|803299.227025
0.753163	|803299.284342
0.753275	|803299.341659
0.753387	|803299.398976
0.753499	|803299.456292
0.753611	|803299.513607
0.753723	|803299.570923
